Order,Family,Genus,species,tree.name,female2n,male2n,B.chromosomes,sex.chromosome.system,notes..comments,hapauto,codedSCS,Source,Study,sim.state
Artiodactyla,Bovidae,Oryx,gazella gazella,Oryx_gazella gazella,56,56,,XY,,27,unfused,Blackmon,CRES San Diego (Unpublished),26
Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys_palustris,56,56,,XY,,27,unfused,Blackmon,,26
Artiodactyla,Bovidae,Ovis,ammon,Ovis_ammon,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Huang et al. 2005,26
Artiodactyla,Bovidae,Ovis,ammon nigrimontana,Ovis_ammon nigrimontana,56,56,,XY,,27,unfused,Blackmon,,26
Artiodactyla,Bovidae,Pelea,capreolus,Pelea_capreolus,56,56,,XY,,27,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),26
Rodentia,Cricetidae,Phenacomys,intermedius,Phenacomys_intermedius,56,56,,XY,,27,unfused,Blackmon,Modi (Unpublished),26
Rodentia,Cricetidae,Prometheomys,schaposchnikowi,Prometheomys_schaposchnikowi,56,56,,XY,,27,unfused,Animal Karyotype Book,Sablina et al. (Unpublished),26
Artiodactyla,Bovidae,Pseudois,nayaur szechuanensis,Pseudois_nayaur szechuanensis,56,56,,XY,,27,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),26
Artiodactyla,Bovidae,Redunca,fulvorufula,Redunca_fulvorufula,NA,56-57,,XY,chrom rearrangements,27,unfused,Atlas of Mammalian Chromosomes,Rubes et al. 2007,26
Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Rhinolophus_ferrumequinum,56,56,,XY,,27,unfused,Animal Karyotype Book,Teeling and Stanyon (Unpublished),26
Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum tragatus,Rhinolophus_ferrumequinum tragatus,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Mao et al. 2007a,26
Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Rhinolophus_hipposideros,56,56,,XY,,27,unfused,Animal Karyotype Book 2020,Volleth et al. 2013,26
Chiroptera,Rhinolophidae,Rhinolophus,rouxi,Rhinolophus_rouxi,56,56,,XY,,27,unfused,Animal Karyotype Book,Zima et al. 1992,26
Artiodactyla,Cervidae,Rucervus,duvaucelii,Rucervus_duvaucelii,56,56,,XY,,27,unfused,Blackmon,,26
Rodentia,Octodontidae,Aconaemys,porteri,Aconaemys_porteri,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Gallardo and Mondaca 2002,27
Rodentia,Octodontidae,Aconaemys,porteri,Aconaemys_porteri,58,58,,XY,,28,unfused,Animal Karyotype Book,Gallardo and Mandaca 2002,27
Artiodactyla,Bovidae,Addax,nasomaculatus,Addax_nasomaculatus,58,58,,XY,,28,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),27
Artiodactyla,Bovidae,Ammotragus,lervia,Ammotragus_lervia,58,58,,XY,,28,unfused,Blackmon,,27
Artiodactyla,Antilocapridae,Antilocapra,americana,Antilocapra_americana,58,58,,XY,,28,unfused,Blackmon,Kulemzina et al. 2009,27
Rodentia,Muridae,Arvicanthis,sp.,Arvicanthis_sp.,58,58,,XY,,28,unfused,Animal Karyotype Book,Volobouev et al. 2002b,27
Rodentia,Cricetidae,Blanfordimys,afghanus,Blanfordimys_afghanus,58,58,,XY,,28,unfused,Animal Karyotype Book,Sablina et al. (Unpublished),27
Artiodactyla,Bovidae,Bos,frontalis (gaurus),Bos_frontalis (gaurus),58,58,,XY,,28,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),27
Artiodactyla,Bovidae,Bos,frontalis (gayal),Bos_frontalis (gayal),58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Chi et al. 2005a,27
Primates,Cercopithecidae,Cercopithecus,diana,Cercopithecus_diana,58,58,,XY,,28,unfused,Animal Karyotype Book,Ponsa et al. 1980,27
Artiodactyla,Cervidae,Cervus,unicolor,Cervus_unicolor,58,58,,XY,,28,unfused,Blackmon,,27
Artiodactyla,Bovidae,Connochaetes,gnou,Connochaetes_gnou,58,58,,XY,,28,unfused,Blackmon,Rubes et al.2012,27
Artiodactyla,Bovidae,Connochaetes,taurinus,Connochaetes_taurinus,58,58,,XY,,28,unfused,Blackmon,,27
Artiodactyla,Bovidae,Connochaetes,taurinus albojubatus,Connochaetes_taurinus albojubatus,58,58,,XY,,28,unfused,Animal Karyotype Book,Rubes et al. 2012,27
Rodentia,Dinomyidae,Dinomys,branickii,Dinomys_branickii,58,58,,XY,,28,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),27
Rodentia,Nesomyidae,Eliurus,majori,Eliurus_majori,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Solano et al. 2011,27
Cingulata,Chlamyphoridae,Euphractus,sexcinctus,Euphractus_sexcinctus,58,58,,XY,,28,unfused,Animal Karyotype Book,Jorge et al. 1977,27
Cingulata,Chlamyphoridae,Euphractus,sexcinctus flavimanus,Euphractus_sexcinctus flavimanus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Jorge et al. 1977,27
Primates,Galagidae,Galago,demidovii,Galago_demidovii,58,58,,XY,,28,unfused,Blackmon,,27
Rodentia,Cricetidae,Hylaeamys,younanus,Hylaeamys_younanus,58,58,,XY,,28,unfused,Animal Karyotype Book,Volobouev and Aniskin 2000,27
Rodentia,Muridae,Meriones,crassus,Meriones_crassus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Darvish and Volobouev (Unpublished),27
Artiodactyla,Moschidae,Moschus,berezovskii,Moschus_berezovskii,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Chi et al. 2005a,27
Artiodactyla,Moschidae,Moschus,moschiferus,Moschus_moschiferus,58,58,,XY,,28,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),27
Rodentia,Cricetidae,Neacomys,sp. 1,Neacomys_sp. 1,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Da Silva et al. 2015,27
Rodentia,Octodontidae,Octodon,degus,Octodon_degus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished),27
Rodentia,Octodontidae,Octodon,degus,Octodon_degus,58,58,,XY,,28,unfused,Animal Karyotype Book,Spotorno et al. 1995,27
Artiodactyla,Bovidae,Oryx,beisa beisa,Oryx_beisa beisa,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Kumamoto et al. 1999,27
Artiodactyla,Bovidae,Oryx,beisa callotis,Oryx_beisa callotis,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Kumamoto et al. 1999,27
Artiodactyla,Bovidae,Oryx,dammah,Oryx_dammah,NA,56-58,,XY,,28,unfused,Atlas of Mammalian Chromosomes,Kumamoto et al. 1999,27
Artiodactyla,Bovidae,Oryx,gazella beisa,Oryx_gazella beisa,58,58,,XY,,28,unfused,Animal Karyotype Book,Kumamoto et al. 1999,27
Artiodactyla,Bovidae,Oryx,gazella callotis,Oryx_gazella callotis,58,58,,XY,,28,unfused,Animal Karyotype Book,Kumamoto et al. 1999,27
Artiodactyla,Bovidae,Oryx,leucoryx,Oryx_leucoryx,NA,57-58,,XY,,28,unfused,Atlas of Mammalian Chromosomes,Rubes et al. 2012,27
Rodentia,Cricetidae,Oryzomys,yunganus,Oryzomys_yunganus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Volobouev and Aniskin 2000a,27
Artiodactyla,Cervidae,Rucervus,eldii,Rucervus_eldii,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Frohlich et al. 2017,27
Artiodactyla,Bovidae,Rupricapra,rupicapra,Rupricapra_rupicapra,58,58,,XY,,28,unfused,Blackmon,,27
Rodentia,Octodontidae,Spalacopus,cyanus,Spalacopus_cyanus,58,58,,XY,,28,unfused,Animal Karyotype Book 2020,Spotorno et al. 1995,27
Rodentia,Octodontidae,Spalacopus,cyanus,Spalacopus_cyanus,58,58,,XY,,28,unfused,Animal Karyotype Book,Spotorno et al. 1995,27
Artiodactyla,Bovidae,Aepyceros,melampus,Aepyceros_melampus,60,60,,XY,,29,unfused,Blackmon,,28
Artiodactyla,Bovidae,Aepyceros,melampus petersi,Aepyceros_melampus petersi,NA,58-60,,XY,,29,unfused,Atlas of Mammalian Chromosomes,Rubes et al. 2012,28
Artiodactyla,Bovidae,Bison,bison,Bison_bison,60,60,,XY,,29,unfused,Blackmon,,28
Artiodactyla,Bovidae,Bison,bonasus,Bison_bonasus,60,60,,XY,,29,unfused,Animal Karyotype Book,Graphodatsky (Unpublished),28
Artiodactyla,Bovidae,Bos,grunniens,Bos_grunniens,60,60,,XY,,29,unfused,Animal Karyotype Book,Craphodatsky and Biltueva (Unpublished),28
Artiodactyla,Bovidae,Bos,indicus,Bos_indicus,60,60,,XY,,29,unfused,Blackmon,,28
Artiodactyla,Bovidae,Bos,javanicus,Bos_javanicus,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Artiodactyla,Bovidae,Bos,taurus,Bos_taurus,60,60,,XY,,29,unfused,Blackmon,Hayes et al. 1995,28
Artiodactyla,Bovidae,Capra,cylindricornis,Capra_cylindricornis,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Artiodactyla,Bovidae,Capra,hircus,Capra_hircus,60,60,,XY,,29,unfused,Blackmon,Biltueva and Graphodatsky (Unpublished),28
Artiodactyla,Bovidae,Capra,hircus aegagrus,Capra_hircus aegagrus,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Huang et al. 2005,28
Artiodactyla,Bovidae,Capra,hircus hircus,Capra_hircus hircus,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Biltueva and Graphodatsky (Unpublished),28
Artiodactyla,Bovidae,Capra,ibex,Capra_ibex,60,60,,XY,,29,unfused,Blackmon,,28
Artiodactyla,Bovidae,Capra,pyrenaica hispanica,Capra_pyrenaica hispanica,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Artiodactyla,Bovidae,Cephalophus,dorsalis,Cephalophus_dorsalis,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Artiodactyla,Bovidae,Cephalophus,monticola,Cephalophus_monticola,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Artiodactyla,Bovidae,Cephalophus,niger,Cephalophus_niger,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Artiodactyla,Bovidae,Cephalophus,rufilatus,Cephalophus_rufilatus,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Artiodactyla,Bovidae,Cephalophus,silvicultor,Cephalophus_silvicultor,60,60,,XY,,29,unfused,Blackmon,CRES San Diego (Unpublished),28
Primates,Cercopithecidae,Cercopithecus,aethiops,Cercopithecus_aethiops,60,60,,XY,,29,unfused,Blackmon,Finelli et al. 1999,28
Primates,Cercopithecidae,Cercopithecus,l'hoesti,Cercopithecus_l'hoesti,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Artiodactyla,Cervidae,Cervus,timorensis russa,Cervus_timorensis russa,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Frohlich et al. 2017,28
Cingulata,Chlamyphoridae,Chaetophractus,villosus,Chaetophractus_villosus,60,60,,XY,,29,unfused,Blackmon,Jorge et al. 1977,28
Rodentia,Heteromyidae,Dipodomys,agilis,Dipodomys_agilis,60,60,,XY,,29,unfused,Blackmon,,28
Rodentia,Heteromyidae,Dipodomys,elephantinus,Dipodomys_elephantinus,60,60,,XY,,29,unfused,Blackmon,,28
Rodentia,Heteromyidae,Dipodomys,microps,Dipodomys_microps,60,60,,XY,,29,unfused,Blackmon,,28
Rodentia,Heteromyidae,Dipodomys,venustus,Dipodomys_venustus,60,60,,XY,,29,unfused,Blackmon,,28
Primates,Lemuridae,Eulemur,fulvus,Eulemur_fulvus,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Muller et al. 2004,28
Primates,Lemuridae,Eulemur,fulvus sanfordi,Eulemur_fulvus sanfordi,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Rodentia,Heterocephalidae,Heterocephalus,glaber,Heterocephalus_glaber,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished),28
Artiodactyla,Bovidae,Hippotragus,equinus,Hippotragus_equinus,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Artiodactyla,Bovidae,Hippotragus,niger,Hippotragus_niger,60,60,,XY,,29,unfused,Blackmon,CRES San Diego (Unpublished),28
Primates,Lemuridae,Lemur,fulvus fulvus,Lemur_fulvus fulvus,60,60,,XY,,29,unfused,Blackmon,,28
Rodentia,Echimyidae,Lonchothrix,emiliae,Lonchothrix_emiliae,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Aniskin 1994b,28
Rodentia,Muridae,Lophuromys,melanonyx,Lophuromys_melanonyx,60,60,,XY,,29,unfused,Animal Karyotype Book,Aniskin et al. 1997a,28
Rodentia,Cricetidae,Microtus,guentheri arm,Microtus_guentheri arm,60,60,,XY,,29,unfused,Animal Karyotype Book,Sablina et al. (Unpublished),28
Rodentia,Cricetidae,Microtus,schidlovskii,Microtus_schidlovskii,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Sablina et al. (Unpublished),28
Rodentia,Cricetidae,Microtus,socialis schiddlovskii,Microtus_socialis schiddlovskii,60,60,,XY,,29,unfused,Animal Karyotype Book,Sablina et al. (Unpublished),28
Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Myrmecophaga_tridactyla,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Rodentia,Nesomyidae,Nesomys,rufus,Nesomys_rufus,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Solano et al. 2011,28
Lagomorpha,Ochotonidae,Ochotona,rufescene rufescens,Ochotona_rufescene rufescens,60,60,,XY,,29,unfused,Blackmon,,28
Artiodactyla,Bovidae,Oreotragus,oreotragus stevensoni,Oreotragus_oreotragus stevensoni,60,60,,XY,,29,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),28
Rodentia,Spalacidae,Spalax,ehrenbergi,Spalax_ehrenbergi,60,60,,XY,,29,unfused,Blackmon,Ivanitskaya and Nevo 1998,28
Carnivora,Mephitidae,Spilogale,gracilis,Spilogale_gracilis,60,60,,XY,,29,unfused,Animal Karyotype Book 2020,Perelman et al. 2008,28
Carnivora,Mustelidae,Spilogale,gracilis latifrons,Spilogale_gracilis latifrons,60,60,,XY,,29,unfused,Animal Karyotype Book,Benirschke 1969,28
Scandentia,Tupaiidae,Tupaia,glis,Tupaia_glis,60,60,,XY,,29,unfused,Blackmon,,28
Rodentia,Muridae,Arvicanthis,ansorgei,Arvicanthis_ansorgei,62,62,,XY,,30,unfused,Animal Karyotype Book,Volobouev et al. 2002b,29
Rodentia,Muridae,Arvicanthis,niloticus-cytotype 1A,Arvicanthis_niloticus-cytotype 1A,62,62,,XY,,30,unfused,Animal Karyotype Book,Volobouev et al. 2002b,29
Rodentia,Muridae,Arvicanthis,niloticus-cytotype 1B,Arvicanthis_niloticus-cytotype 1B,62,62,,XY,,30,unfused,Animal Karyotype Book,Volobouev et al. 2002b,29
Rodentia,Muridae,Arvicanthis,rufinus,Arvicanthis_rufinus,62,62,,XY,,30,unfused,Animal Karyotype Book,Volobouev et al. 2002b,29
Primates,Atelidae,Brachyteles,arachnoides,Brachyteles_arachnoides,62,62,,XY,,30,unfused,Animal Karyotype Book 2020,de Oliveira et al. 2005,29
Cingulata,Chlamyphoridae,Cabassous,centralis,Cabassous_centralis,62,62,,XY,,30,unfused,Blackmon,Benirschke 1969,29
Primates,Cercopithecidae,Cercopithecus,neglectus,Cercopithecus_neglectus,62,62,,XY,,30,unfused,Animal Karyotype Book 2020,Stanyon et al.2005,29
Artiodactyla,Cervidae,Cervus,elaphus,Cervus_elaphus,62,62,,XY,,30,unfused,Animal Karyotype Book 2020,Huang et al. 2006a,29
Perissodactyla,Equidae,Equus,asinus,Equus_asinus,62,62,,XY,,30,unfused,Blackmon,Raudsepp and Chowdhary 1999,29
Primates,Galagidae,Galago,crassicaudatus monteiri,Galago_crassicaudatus monteiri,62,62,,XY,,30,unfused,Blackmon,,29
Rodentia,Gliridae,Glis,glis,Glis_glis,62,62,,XY,,30,unfused,Animal Karyotype Book,Graphodatsky (Unpublished),29
Rodentia,Bathyergidae,Heliophobius,argenteocinereus,Heliophobius_argenteocinereus,62,62,,XY,,30,unfused,Animal Karyotype Book 2020,Deuve et al. 2008,29
Primates,Atelidae,Lagothrix,lagotricha,Lagothrix_lagotricha,62,62,,XY,,30,unfused,Animal Karyotype Book,Stanyon et al. 2001,29
Primates,Atelidae,Lagothrix,ubericolor,Lagothrix_ubericolor,62,62,,XY,,30,unfused,Blackmon,,29
Rodentia,Echimyidae,Lonchothrix,emiliae,Lonchothrix_emiliae,62,62,,XY,,30,unfused,Animal Karyotype Book,Aniskin 1994b,29
Primates,Lorisidae,Loris,tardigradus,Loris_tardigradus,62,62,,XY,,30,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),29
Rodentia,Sciuridae,Menetes,berdmorei,Menetes_berdmorei,62,62,,XY,,30,unfused,Blackmon,,29
Rodentia,Cricetidae,Microtus,pinetorum,Microtus_pinetorum,62,62,,XY,,30,unfused,Animal Karyotype Book,Modi 1987,29
Rodentia,Cricetidae,Microtus,socialis,Microtus_socialis,62,62,,XY,,30,unfused,Animal Karyotype Book,Lemskaya e al. 2010,29
Rodentia,Dasyproctidae,Myoprocta,acouchi,Myoprocta_acouchi,62,62,,XY,,30,unfused,Blackmon,,29
Primates,Galagidae,Otolemur,crassicaudatus,Otolemur_crassicaudatus,62,62,,XY,,30,unfused,Animal Karyotype Book,Stanyon et al. 2002,29
Rodentia,Cricetidae,Pitymys,mariae,Pitymys_mariae,62,62,,XY,,30,unfused,Blackmon,,29
Chiroptera,Rhinolophidae,Rhinolophus,pusillus,Rhinolophus_pusillus,62,62,,XY,,30,unfused,Animal Karyotype Book 2020,Mao et al. 2007a,29
Scandentia,Tupaiidae,Tupaia,belangeri,Tupaia_belangeri,62,62,,XY,,30,unfused,Animal Karyotype Book,Bigoni and Stanyon (Unpublished),29
Scandentia,Tupaiidae,Tupaia,chinenesis,Tupaia_chinenesis,62,62,,XY,,30,unfused,Blackmon,,29
Cingulata,Chlamyphoridae,Zaedyus,pichiy,Zaedyus_pichiy,62,62,,XY,,30,unfused,Animal Karyotype Book,Jorge et al. 1977,29
Rodentia,Abrocomidae,Abrocoma,bennetti,Abrocoma_bennetti,64,64,,XY,,31,unfused,Animal Karyotype Book,Spotorno et al. 1995,30
Rodentia,Caviidae,Cavia,porcellus,Cavia_porcellus,64,64,,XY,,31,unfused,Blackmon,Romanenko et al. 2015,30
Rodentia,Caviidae,Cavia,tschudii,Cavia_tschudii,64,64,,XY,,31,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished),30
Rodentia,Chinchillidae,Chinchilla,laniger,Chinchilla_laniger,64,64,,XY,,31,unfused,Blackmon,,30
Pilosa,Cyclopedidae,Cyclopes,didactylus,Cyclopes_didactylus,64,64,,XY,,31,unfused,Animal Karyotype Book,Jorge 2000,30
Rodentia,Dasyproctidae,Dasyprocta,agouti,Dasyprocta_agouti,64,64,,XY,,31,unfused,Blackmon,,30
Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Dasyprocta_fuliginosa,64,64,yes,XY,,31,unfused,Animal Karyotype Book 2020,Ramos et al. 2003,30
Cingulata,Dasypodidae,Dasypus,hybridus,Dasypus_hybridus,64,64,,XY,,31,unfused,Animal Karyotype Book,Jorge et al. 1977,30
Cingulata,Dasypodidae,Dasypus,novemcinctus,Dasypus_novemcinctus,64,64,,XY,,31,unfused,Blackmon,Jorge et al. 1977,30
Cingulata,Dasypodidae,Dasypus,septemcinctus,Dasypus_septemcinctus,64,64,,XY,,31,unfused,Animal Karyotype Book,Barroso and Seuanez 1991,30
Rodentia,Heteromyidae,Dipodomys,deserti,Dipodomys_deserti,64,64,,XY,,31,unfused,Blackmon,,30
Rodentia,Heteromyidae,Dipodomys,ingens,Dipodomys_ingens,64,64,,XY,,31,unfused,Blackmon,,30
Rodentia,Heteromyidae,Dipodomys,panamintinus,Dipodomys_panamintinus,64,64,,XY,,31,unfused,Blackmon,,30
Rodentia,Caviidae,Dolichotis,patagonum,Dolichotis_patagonum,64,64,,XY,,31,unfused,Blackmon,Romanenko (Unpublished),30
Perissodactyla,Equidae,Equus,caballus,Equus_caballus,64,64,,XY,,31,unfused,Blackmon,Bowling et al. 1997,30
Carnivora,Canidae,Fennecus,zerda,Fennecus_zerda,64,64,,XY,,31,unfused,Animal Karyotype Book,Graphodatsky et al. 2008,30
Rodentia,Cricetidae,Microtus,longicaudatus,Microtus_longicaudatus,64,64,,XY,,31,unfused,Blackmon,Modi 1987,30
Rodentia,Cricetidae,Neacomys,dubosti,Neacomys_dubosti,64,64,,XY,,31,unfused,Animal Karyotype Book 2020,Da Silva et al. 2015,30
Rodentia,Cricetidae,Oligoryzomys,flavescens,Oligoryzomys_flavescens,64,64,,XY,,31,unfused,Animal Karyotype Book 2020,Hass et al. 2008,30
Rodentia,Cricetidae,Oligoryzomys,microtis,Oligoryzomys_microtis,64,64,,XY,,31,unfused,Animal Karyotype Book,Aniskin and Volobouev 1999,30
Carnivora,Mustelidae,Spilogale,putorius,Spilogale_putorius,64,64,,XY,,31,unfused,Blackmon,,30
Carnivora,Mustelidae,Spilogale,putorius interrupta,Spilogale_putorius interrupta,64,64,,XY,,31,unfused,Animal Karyotype Book,Benirschke 1969,30
Artiodactyla,Cervidae,Axis,axis,Axis_axis,66,66,,XY,,32,unfused,Blackmon,,31
Artiodactyla,Cervidae,Blastocerus,dichotomus,Blastocerus_dichotomus,66,66,,XY,,32,unfused,Animal Karyotype Book 2020,Duarte and Giannoni 1995a,31
Primates,Cercopithecidae,Cercopithecus,ascanius,Cercopithecus_ascanius,66,66,,XY,,32,unfused,Blackmon,,31
Primates,Cercopithecidae,Cercopithecus,ascanius schmidti,Cercopithecus_ascanius schmidti,66,66,,XY,,32,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),31
Primates,Cercopithecidae,Cercopithecus,cephus,Cercopithecus_cephus,66,66,,XY,,32,unfused,Blackmon,Clemente et al. 1990,31
Primates,Cercopithecidae,Cercopithecus,mona campbell,Cercopithecus_mona campbell,66,66,,XY,,32,unfused,Animal Karyotype Book,Clemente et al. 1990,31
Primates,Cercopithecidae,Cercopithecus,petaurista,Cercopithecus_petaurista,66,66,,XY,,32,unfused,Animal Karyotype Book,Clemente et al. 1990,31
Artiodactyla,Cervidae,Cervus,albirostris,Cervus_albirostris,66,66,,XY,,32,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),31
Artiodactyla,Cervidae,Cervus,nippon,Cervus_nippon,66,66,,XY,,32,unfused,Animal Karyotype Book 2020,Huang et al. 2006a,31
Artiodactyla,Cervidae,Cervus,nippon hortulorum,Cervus_nippon hortulorum,66,66,,XY,,32,unfused,Animal Karyotype Book,Graphodatsky (Unpublished),31
Artiodactyla,Cervidae,Cervus,nippon mandarinus,Cervus_nippon mandarinus,66,66,,XY,,32,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),31
Perissodactyla,Equidae,Equus,asinus somaliensis,Equus_asinus somaliensis,NA,62-64,,XY,,32,unfused,Atlas of Mammalian Chromosomes,Houck et al. 1998,31
Perissodactyla,Equidae,Equus,prewalskii,Equus_prewalskii,66,66,,XY,,32,unfused,Animal Karyotype Book,Yang et al. 2003b,31
Rodentia,Caviidae,Hydrochoeris,hydrochaeris,Hydrochoeris_hydrochaeris,66,66,,XY,,32,unfused,Blackmon,CRES San Diego (Unpublished),31
Rodentia,Hystricidae,Hystrix,indica,Hystrix_indica,66,66,,XY,,32,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished),31
Primates,Cheirogaleidae,Microcebus,murinus,Microcebus_murinus,66,66,,XY,,32,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),31
Rodentia,Cricetidae,Oligoryzomys,flavescens,Oligoryzomys_flavescens,66,66,,XY,,32,unfused,Animal Karyotype Book,Aniskin and Volobouev 1999,31
Scandentia,Tupaiidae,Tupaia,minor,Tupaia_minor,66,66,,XY,,32,unfused,Animal Karyotype Book 2020,Dumas et al. 2012,31
Carnivora,Canidae,Urocyon,cinereoargenteus,Urocyon_cinereoargenteus,66,66,,XY,,32,unfused,Blackmon,Wayne et al. 1987a,31
Artiodactyla,Cervidae,Alces,alces,Alces_alces,68,68,,XY,,33,unfused,Blackmon,Graphodatsky (Unpublished),32
Artiodactyla,Cervidae,Axis,calamianensis,Axis_calamianensis,68,68,,XY,,33,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),32
Artiodactyla,Cervidae,Axis,kuhlii,Axis_kuhlii,68,68,,XY,,33,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),32
Artiodactyla,Cervidae,Cervus,elaphus,Cervus_elaphus,68,68,,XY,,33,unfused,Blackmon,,32
Artiodactyla,Cervidae,Cervus,elaphus bactrianus,Cervus_elaphus bactrianus,68,68,,XY,,33,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),32
Artiodactyla,Cervidae,Cervus,elaphus sibiricus,Cervus_elaphus sibiricus,68,68,,XY,,33,unfused,Animal Karyotype Book,Graphodatsky (Unpublished),32
Artiodactyla,Cervidae,Dama,dama,Dama_dama,68,68,,XY,,33,unfused,Blackmon,,32
Artiodactyla,Cervidae,Dama,mesopotamica,Dama_mesopotamica,68,68,,XY,,33,unfused,Animal Karyotype Book,CRES San Diego (Unpublished),32
Artiodactyla,Cervidae,Elaphurus,davidianus,Elaphurus_davidianus,68,68,,XY,,33,unfused,Blackmon,,32
Rodentia,Muridae,Lophuromys,brevicaudus,Lophuromys_brevicaudus,68,68,,XY,,33,unfused,Animal Karyotype Book,Aniskin et al. 1997a,32
Eulipotyphla,Soricidae,Notiosorex,crawfordi,Notiosorex_crawfordi,68,68,,XY,,33,unfused,Blackmon,,32
Lagomorpha,Ochotonidae,Ochotona,princeps,Ochotona_princeps,68,68,,XY,,33,unfused,Animal Karyotype Book,Stock 1976,32
Rodentia,Ochotonidae,Ochotona,princeps,Ochotona_princeps,68,68,,XY,,33,unfused,Blackmon,,32
Rodentia,Cricetidae,Oecomys,paricola,Oecomys_paricola,68,68,,XY,,33,unfused,Animal Karyotype Book 2020,Rosa et al. 2012,32
Artiodactyla,Cervidae,Ozotocerus,bezoarticus,Ozotocerus_bezoarticus,68,68,,XY,,33,unfused,Animal Karyotype Book 2020,Duarte and Giannoni 1995b,32
Scandentia,Tupaiidae,Tupaia,montana,Tupaia_montana,68,68,,XY,,33,unfused,Blackmon,,32
Artiodactyla,Cervidae,Capreolus,capreolus,Capreolus_capreolus,70,70,,XY,,34,unfused,Blackmon,,33
Artiodactyla,Cervidae,Capreolus,pygargus,Capreolus_pygargus,70,70,yes (6),XY,,34,unfused,Animal Karyotype Book,Dementyeva et al. 2010,33
Primates,Cercopithecidae,Cercopithecus,nictitans,Cercopithecus_nictitans,70,70,,XY,,34,unfused,Animal Karyotype Book,Ponsa and Eqozcue 1981,33
Rodentia,Heteromyidae,Dipodomys,graviceps,Dipodomys_graviceps,70,70,,XY,,34,unfused,Blackmon,,33
Rodentia,Heteromyidae,Dipodomys,stephensi,Dipodomys_stephensi,70,70,,XY,,34,unfused,Blackmon,,33
Rodentia,Geomyidae,Geomys,attwateri,Geomys_attwateri,70,70,,XY,,34,unfused,Animal Karyotype Book,Smolen and Bickham 1994,33
