Order,Family,Genus,species,tree.name,female2n,male2n,B chromosomes,sex.chromosome.system,"notes, comments",Source,Study
Primates,Cercopithecidae,Cercopithecus,diana,Cercopithecus_diana,58,58,,XY,,Animal Karyotype Book,Ponsa et al. 1980
Primates,Cercopithecidae,Cercopithecus,l'hoesti,Cercopithecus_l'hoesti,60,60,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Lemuridae,Eulemur,fulvus sanfordi,Eulemur_fulvus sanfordi,60,60,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Atelidae,Lagothrix,lagotricha,Lagothrix_lagotricha,62,62,,XY,,Animal Karyotype Book,Stanyon et al. 2001
Primates,Galagidae,Otolemur,crassicaudatus,Otolemur_crassicaudatus,62,62,,XY,,Animal Karyotype Book,Stanyon et al. 2002
Primates,Lorisidae,Loris,tardigradus,Loris_tardigradus,62,62,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Cercopithecidae,Cercopithecus,ascanius schmidti,Cercopithecus_ascanius schmidti,66,66,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Cercopithecidae,Cercopithecus,mona campbell,Cercopithecus_mona campbell,66,66,,XY,,Animal Karyotype Book,Clemente et al. 1990
Primates,Cercopithecidae,Cercopithecus,petaurista,Cercopithecus_petaurista,66,66,,XY,,Animal Karyotype Book,Clemente et al. 1990
Primates,Cheirogaleidae,Microcebus,murinus,Microcebus_murinus,66,66,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Primates,Cercopithecidae,Cercopithecus,nictitans,Cercopithecus_nictitans,70,70,,XY,,Animal Karyotype Book,Ponsa and Eqozcue 1981
Primates,Cercopithecidae,Cercopithecus,pogonias,Cercopithecus_pogonias,72,72,,XY,,Animal Karyotype Book,Ponsa and Eqozcue 1981
Primates,Tarsiidae,Tarsius,bancanus,Tarsius_bancanus,80,80,,XY,,Animal Karyotype Book,Poorman et al. 1985
Primates,Tarsiidae,Tarsius,syrichta,Tarsius_syrichta,80,80,,XY,,Animal Karyotype Book,Rickart 2003
Rodentia,Muridae,Taterillus,petteri,Taterillus_petteri,18,19,,complex XY,XY1Y2,Animal Karyotype Book,Dobigny 2002
Rodentia,Cricetidae,Allocricetulus,curtatus,Allocricetulus_curtatus,20,20,,XY,,Animal Karyotype Book,Romanenko et al. 2013
Rodentia,Cricetidae,Cricetulus,obscurus,Cricetulus_obscurus,20,20,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Auliscomys,boliviensis,Auliscomys_boliviensis,22,22,,XY,,Animal Karyotype Book,Walker and Spotorno 1992
Rodentia,Cricetidae,Cricetulus,migratorius,Cricetulus_migratorius,22,22,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Cricetus,cricetus,Cricetus_cricetus,22,22,,XY,,Animal Karyotype Book,Romanenko et al. 2007
Rodentia,Muridae,Taterillus,sp.1,Taterillus_sp.1,22,23,,complex XY,XY1Y2,Animal Karyotype Book,Dobigny et al. 2002
Rodentia,Cricetidae,Cricetulus,longicaudatus,Cricetulus_longicaudatus,24,24,,XY,,Animal Karyotype Book,Romanenko et al. 2007
Rodentia,Cricetidae,Cricetulus,pseudogriseus,Cricetulus_pseudogriseus,24,24,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished)
Rodentia,Echimyidae,Proechimys,steerei,Proechimys_steerei,24,24,,XY,,Animal Karyotype Book,Aniskin 1994b
Rodentia,Cricetidae,Allocricetulus,eversmanni,Allocricetulus_eversmanni,26,26,,XY,,Animal Karyotype Book,Romanenko et al. 2013
Rodentia,Ctenomyidae,Ctenomys,fulvus,Ctenomys_fulvus,26,26,,XY,,Animal Karyotype Book,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,maulinus brunneus,Ctenomys_maulinus brunneus,26,26,,XY,,Animal Karyotype Book,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,maulinus maulinus,Ctenomys_maulinus maulinus,26,26,,XY,,Animal Karyotype Book,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,opimus,Ctenomys_opimus,26,26,,XY,,Animal Karyotype Book,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,robustus,Ctenomys_robustus,26,26,,XY,,Animal Karyotype Book,Gallardo 1979
Rodentia,Muridae,Archboldomys,luzonensis,Archboldomys_luzonensis,26,26,,XY,,Animal Karyotype Book,Rickart and Heany 2002
Rodentia,Cricetidae,Auliscomys,sublimis,Auliscomys_sublimis,28,28,,XY,,Animal Karyotype Book,Walker and Spotorno 1992
Rodentia,Cricetidae,Phodopus,sungorus campbelli,Phodopus_sungorus campbelli,28,28,,XY,,Animal Karyotype Book,Romanenko et al. 2007
Rodentia,Cricetidae,Phodopus,sungorus sungorus,Phodopus_sungorus sungorus,28,28,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished)
Rodentia,Echimyidae,Isothrix,sinnamariensis,Isothrix_sinnamariensis,28,28,,XY,,Animal Karyotype Book,Vie et al. 1996
Rodentia,Echimyidae,Proechimys,brevicauda,Proechimys_brevicauda,28,28,,XY,,Animal Karyotype Book,Aniskin 1994b
Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx_torquatus,30,30,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Echimyidae,Proechimys,sp.1,Proechimys_sp.1,30,30,,XY,,Animal Karyotype Book,Aniskin 1994b
Rodentia,Cricetidae,Auliscomys,micropus,Auliscomys_micropus,34,32,,XY,Females have an extra set of chromosomes (16th chromosomes),Animal Karyotype Book,Walker and Spotorno 1992
Rodentia,Cricetidae,Calomyscus,urartensis,Calomyscus_urartensis,32,32,,XY,,Animal Karyotype Book,Graphodatsky et al. 2000a
Rodentia,Cricetidae,Eligmodontia,sp.,Eligmodontia_sp.,32,32,,XY,,Animal Karyotype Book,Kelt et al. 1991
Rodentia,Echimyidae,Proechimys,simonsi,Proechimys_simonsi,32,32,,XY,,Animal Karyotype Book,Aniskin 1994b
Rodentia,Muridae,Mastomys,awashensis,Mastomys_awashensis,32,32,,XY,,Animal Karyotype Book,Volobouev et al. 2002a
Rodentia,Muridae,Mastomys,huberti,Mastomys_huberti,32,32,,XY,,Animal Karyotype Book,Volobouev et al. 2002a
Rodentia,Muridae,Mastomys,natalensis,Mastomys_natalensis,32,32,,XY,,Animal Karyotype Book,Volobouev et al. 2002a
Rodentia,Sciuridae,Spermophilus,undulatus,Spermophilus_undulatus,32,32,,XY,,Animal Karyotype Book,Graphodatsky and Sablina (Unpublished)
Rodentia,Cricetidae,Phodopus,roborovskii,Phodopus_roborovskii,34,34,,XY,,Animal Karyotype Book,Romanenko et al. 2007
Rodentia,Ctenomyidae,Ctenomys,magellanicus magellanicus,Ctenomys_magellanicus magellanicus,34,34,,XY,,Animal Karyotype Book,Gallardo 1979
Rodentia,Echimyidae,Proechimys,sp.2,Proechimys_sp.2,34,34,,XY,,Animal Karyotype Book,Aniskin 1994b
Rodentia,Muridae,Taterillus,arenarius,Taterillus_arenarius,34,35,,complex XY,XY1Y2,Animal Karyotype Book,Volobouev and Granjon 1996
Rodentia,Cricetidae,Akodon,simulator,Akodon_simulator,36,36,,XY,,Animal Karyotype Book,Aniskin et al. 1996
Rodentia,Cricetidae,Euneomys,chinchilloides petersoni,Euneomys_chinchilloides petersoni,36,36,,XY,,Animal Karyotype Book,Reise and Gallardo 1990
Rodentia,Cricetidae,Microtus,gregalis,Microtus_gregalis,36,36,,XY,,Animal Karyotype Book,Lemskaya et al. 2010
Rodentia,Ctenodactylidae,Massoutiera,mzabi,Massoutiera_mzabi,36,36,,XY,,Animal Karyotype Book,George 1979
Rodentia,Muridae,Crunomys,suncoides,Crunomys_suncoides,36,36,,XY,,Animal Karyotype Book,Rickart and Heany 2002
Rodentia,Muridae,Dasymys,incomtus,Dasymys_incomtus,36,36,,XY,,Animal Karyotype Book,Volobouev et al. 2000
Rodentia,Muridae,Dasymys,rufulus,Dasymys_rufulus,36,36,yes (3),XY,,Animal Karyotype Book,Volobouev et al. 2000
Rodentia,Muridae,Mus,mahomet,Mus_mahomet,36,36,,XY,,Animal Karyotype Book,Aniskin et al. 1998
Rodentia,Muridae,Praomys,daltoni,Praomys_daltoni,36,36,,XY,,Animal Karyotype Book,Volobouev et al. 2002a
Rodentia,Sciuridae,Spermophilus,erythrogenys,Spermophilus_erythrogenys,36,36,,XY,,Animal Karyotype Book,Graphodatsky and Sablina (Unpublished)
Rodentia,Muridae,Taterillus,sp.2,Taterillus_sp.2,38,37,,complex XY,XY1Y2,Animal Karyotype Book,Dobigny et al. 2002
Rodentia,Cricetidae,Mesocricetus,newtoni,Mesocricetus_newtoni,38,38,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Microtus,mujanensis,Microtus_mujanensis,38,38,,XY,,Animal Karyotype Book,Lemskaya et al. 2010
Rodentia,Muridae,Mastomys,erythroleucus,Mastomys_erythroleucus,38,38,,XY,,Animal Karyotype Book,Volobouev et al. 2002a
Rodentia,Muridae,Mastomys,kollmanspergeri,Mastomys_kollmanspergeri,38,38,,XY,,Animal Karyotype Book,Volobouev et al. 2002a
Rodentia,Pedetidae,Pedetes,capensis,Pedetes_capensis,38,38,,XY,,Animal Karyotype Book,Graphodatsky et al. 2008b
Rodentia,Sciuridae,Petaurista,albiventer,Petaurista_albiventer,38,38,,XY,,Animal Karyotype Book,Li et al. 2006a
Rodentia,Sciuridae,Spermophilus,alaschanicus,Spermophilus_alaschanicus,38,38,,XY,,Animal Karyotype Book,Graphodatsky and Sablina (Unpublished)
Rodentia,Sciuridae,Sundasciurus,phillippinensis,Sundasciurus_phillippinensis,38,38,,XY,,Animal Karyotype Book,Rickart 2003
Rodentia,Bathyergidae,Fukomys,mechowi,Fukomys_mechowi,40,40,,XY,,Animal Karyotype Book,Macholan et al. 1993
Rodentia,Cricetidae,Microtus,evoronensis,Microtus_evoronensis,40,40,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Ctenodactylus_gundi,40,40,,XY,,Animal Karyotype Book,George 1979
Rodentia,Ctenodactylidae,Ctenodactylus,vali,Ctenodactylus_vali,40,40,,XY,,Animal Karyotype Book,George 1979
Rodentia,Ctenodactylidae,Pectinator,spekei,Pectinator_spekei,40,40,,XY,,Animal Karyotype Book,George 1979
Rodentia,Muridae,Mus,macedonicus,Mus_macedonicus,40,40,,XY,,Animal Karyotype Book,Ivanitskaya et al. 1996
Rodentia,Muridae,Tatera,nigricauda,Tatera_nigricauda,40,40,,XY,,Animal Karyotype Book,Qumsiyeh 1986
Rodentia,Cricetidae,Akodon,toba,Akodon_toba,42,42,,XY,,Animal Karyotype Book,Aniskin et al. 1996
Rodentia,Cricetidae,Euneomys,mordax,Euneomys_mordax,42,42,,XY,,Animal Karyotype Book,Reise and Gallardo 1990
Rodentia,Cricetidae,Microtus,nasarovi,Microtus_nasarovi,42,42,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Dipodidae,Sicista,napaea,Sicista_napaea,42,42,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished)
Rodentia,Cricetidae,Calomyscus,bailwardi,Calomyscus_bailwardi,44,44,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Calomyscus,mystax,Calomyscus_mystax,44,44,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Mesocricetus,raddei,Mesocricetus_raddei,44,44,,XY,,Animal Karyotype Book,Romanenko et al. 2007
Rodentia,Cricetidae,Mesocricetus,brandti,Mesocricetus_brandti,44,44,,XY,,Animal Karyotype Book,Popescu and DiPaolo 1972
Rodentia,Cricetidae,Microtus,maximowiczii,Microtus_maximowiczii,44,44,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Gliridae,Myomimus,personatus,Myomimus_personatus,44,44,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished)
Rodentia,Muridae,Chrotomys,silaceus,Chrotomys_silaceus,44,44,,XY,,Animal Karyotype Book,Rickart and Heany 2002
Rodentia,Muridae,Leopoldamys,edwarsi,Leopoldamys_edwarsi,44,44,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Muridae,Phloeomys,cumingi,Phloeomys_cumingi,44,44,,XY,,Animal Karyotype Book,Rickart and Heany 2002
Rodentia,Cricetidae,Microtus,arvalis arvalis,Microtus_arvalis arvalis,46,46,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,breweri,Microtus_breweri,46,46,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Cricetidae,Microtus,pennsylvanicus,Microtus_pennsylvanicus,46,46,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Gliridae,Muscardinus,avellanarius,Muscardinus_avellanarius,46,46,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished)
Rodentia,Muridae,Rattus,flavipectus,Rattus_flavipectus,46,46,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Muridae,Stenocephalemys,albipes,Stenocephalemys_albipes,46,46,,XY,,Animal Karyotype Book,Lavrenchenko et al. 2001
Rodentia,Castoridae,Castor,fiber,Castor_fiber,48,48,,XY,,Animal Karyotype Book,Graphodatsky et al. 2008b
Rodentia,Cricetidae,Blanfordimys,bucharicus,Blanfordimys_bucharicus,48,48,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,mexicanus,Microtus_mexicanus,48,48,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Ctenomyidae,Ctenomys,talarum,Ctenomys_talarum,48,48,,XY,,Animal Karyotype Book,L. Garcia et al. 2002
Rodentia,Geomyidae,Thomomys,talpoides,Thomomys_talpoides,48,48,,XY,,Animal Karyotype Book,Thaeler Jr. 1974
Rodentia,Geomyidae,Thomomys,talpoides attenuatus,Thomomys_talpoides attenuatus,48,48,,XY,,Animal Karyotype Book,Thaeler Jr. 1968
Rodentia,Geomyidae,Thomomys,talpoides pygmaeus,Thomomys_talpoides pygmaeus,48,48,,XY,,Animal Karyotype Book,Thaeler Jr. 1968
Rodentia,Gliridae,Dryomys,nitedula,Dryomys_nitedula,48,48,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished)
Rodentia,Muridae,Apodemus,peninsulae,Apodemus_peninsulae,48,48,yes (6),XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Spalacidae,Tachyoryctes,splendens,Tachyoryctes_splendens,48,48,,XY,,Animal Karyotype Book,Aniskin et al. 1997b
Rodentia,Cricetidae,Amphinectomys,savamis,Amphinectomys_savamis,50,50,,XY,,Animal Karyotype Book,Malygin et al. 1994
Rodentia,Cricetidae,Eligmodontia,puerulus,Eligmodontia_puerulus,50,50,,XY,,Animal Karyotype Book,Kelt et al. 1991
Rodentia,Cricetidae,Ellobius,talpinus,Ellobius_talpinus,50,50,,XY,,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished)
Rodentia,Cricetidae,Lemmus,sibiricus,Lemmus_sibiricus,50,50,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Cricetidae,Microtus,mongolicus,Microtus_mongolicus,50,50,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,sachalinensis,Microtus_sachalinensis,50,50,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Synaptomys,cooperi,Synaptomys_cooperi,50,50,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Ctenomyidae,Ctenomys,rionegrensis,Ctenomys_rionegrensis,50,50,,XY,,Animal Karyotype Book,L. Garcia et al. 2002
Rodentia,Spalacidae,Tachyoryctes,macrocephalus,Tachyoryctes_macrocephalus,50,50,,XY,,Animal Karyotype Book,Aniskin et al. 1997b
Rodentia,Cricetidae,Abrothrix,longipilis,Abrothrix_longipilis,52,52,,XY,,Animal Karyotype Book,Gallardo 1982
Rodentia,Cricetidae,Abrothrix,olivaceus,Abrothrix_olivaceus,52,52,,XY,,Animal Karyotype Book,Gallardo 1982
Rodentia,Cricetidae,Abrothrix,sanborni,Abrothrix_sanborni,52,52,,XY,,Animal Karyotype Book,Gallardo 1982
Rodentia,Cricetidae,Microtus,fortis,Microtus_fortis,52,52,,XY,,Animal Karyotype Book,Kovalskaya et al. 1991
Rodentia,Cricetidae,Microtus,transcaspicus,Microtus_transcaspicus,52,52,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Neofiber,alleni,Neofiber_alleni,52,52,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Muridae,Gerbillus,rupicola,Gerbillus_rupicola,52,52,,XY,,Animal Karyotype Book,Granjon et al. 2002
Rodentia,Cricetidae,Microtus,californicus,Microtus_californicus,53,53,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Bathyergidae,Bathyergus,janetta,Bathyergus_janetta,54,54,,XY,,Animal Karyotype Book,Nevo et al. 1986
Rodentia,Bathyergidae,Georychus,capensis,Georychus_capensis,54,54,,XY,,Animal Karyotype Book,Nevo et al. 1986
Rodentia,Cricetidae,Chionomys,gud,Chionomys_gud,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Chionomys,nivalis,Chionomys_nivalis,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Chionomys,roberti,Chionomys_roberti,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,daghestanicus,Microtus_daghestanicus,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,guentheri philistinus,Microtus_guentheri philistinus,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,julddaschi carruthersi,Microtus_julddaschi carruthersi,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,kirgisorum,Microtus_kirgisorum,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,majori,Microtus_majori,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,nova,Microtus_nova,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,rossiaemeridonalis,Microtus_rossiaemeridonalis,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,schelkovnikovi,Microtus_schelkovnikovi,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,subterraneus,Microtus_subterraneus,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Oryzomys,megacephalus,Oryzomys_megacephalus,54,54,,XY,,Animal Karyotype Book,Volobouev and Aniskin 2000
Rodentia,Muridae,Lophuromys,chrysopus,Lophuromys_chrysopus,54,54,,XY,,Animal Karyotype Book,Aniskin et al. 1997a
Rodentia,Muridae,Stenocephalemys,albocaudata,Stenocephalemys_albocaudata,54,54,,XY,,Animal Karyotype Book,Lavrenchenko et al. 2001
Rodentia,Muridae,Stenocephalemys,griseicauda,Stenocephalemys_griseicauda,54,54,,XY,,Animal Karyotype Book,Lavrenchenko et al. 2001
Rodentia,Muridae,Taterillus,congicus,Taterillus_congicus,54,54,,XY,,Animal Karyotype Book,Dobigny 2002
Rodentia,Octodontidae,Aconaemys,sagei,Aconaemys_sagei,54,54,,XY,,Animal Karyotype Book,Gallardo and Mandaca 2002
Rodentia,Cricetidae,Alticola,argentatus,Alticola_argentatus,56,56,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Alticola,macrotis,Alticola_macrotis,56,56,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Clethrionomys,californicus,Clethrionomys_californicus,56,56,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Cricetidae,Clethrionomys,centralis,Clethrionomys_centralis,56,56,,XY,,Animal Karyotype Book,Sokolov et al. 1990
Rodentia,Cricetidae,Clethrionomys,rutilus,Clethrionomys_rutilus,56,56,,XY,,Animal Karyotype Book,Sokolov et al. 1990
Rodentia,Cricetidae,Clethrionomys,sikotanensis,Clethrionomys_sikotanensis,56,56,,XY,,Animal Karyotype Book,Sokolov et al. 1990
Rodentia,Cricetidae,Eothenomys,regulus,Eothenomys_regulus,56,56,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Lagurus,lagurus,Lagurus_lagurus,56,56,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Cricetidae,Microtus,richardsoni,Microtus_richardsoni,56,56,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Cricetidae,Prometheomys,schaposchnikowi,Prometheomys_schaposchnikowi,56,56,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Octodontidae,Aconaemys,fuscus,Aconaemys_fuscus,56,56,,XY,,Animal Karyotype Book,Gallardo and Mandaca 2002
Rodentia,Cricetidae,Blanfordimys,afghanus,Blanfordimys_afghanus,58,58,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Hylaeamys,younanus,Hylaeamys_younanus,58,58,,XY,,Animal Karyotype Book,Volobouev and Aniskin 2000
Rodentia,Dinomyidae,Dinomys,branickii,Dinomys_branickii,58,58,,XY,,Animal Karyotype Book,CRES San Diego (Unpublished)
Rodentia,Muridae,Arvicanthis,sp.,Arvicanthis_sp.,58,58,,XY,,Animal Karyotype Book,Volobouev et al. 2002b
Rodentia,Octodontidae,Aconaemys,porteri,Aconaemys_porteri,58,58,,XY,,Animal Karyotype Book,Gallardo and Mandaca 2002
Rodentia,Octodontidae,Octodon,degus,Octodon_degus,58,58,,XY,,Animal Karyotype Book,Spotorno et al. 1995
Rodentia,Octodontidae,Spalacopus,cyanus,Spalacopus_cyanus,58,58,,XY,,Animal Karyotype Book,Spotorno et al. 1995
Rodentia,Cricetidae,Microtus,guentheri arm,Microtus_guentheri arm,60,60,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Microtus,socialis schiddlovskii,Microtus_socialis schiddlovskii,60,60,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished)
Rodentia,Muridae,Lophuromys,melanonyx,Lophuromys_melanonyx,60,60,,XY,,Animal Karyotype Book,Aniskin et al. 1997a
Rodentia,Cricetidae,Microtus,pinetorum,Microtus_pinetorum,62,62,,XY,,Animal Karyotype Book,Modi 1987
Rodentia,Cricetidae,Microtus,socialis,Microtus_socialis,62,62,,XY,,Animal Karyotype Book,Lemskaya e al. 2010
Rodentia,Echimyidae,Lonchothrix,emiliae,Lonchothrix_emiliae,62,62,,XY,,Animal Karyotype Book,Aniskin 1994b
Rodentia,Gliridae,Glis,glis,Glis_glis,62,62,,XY,,Animal Karyotype Book,Graphodatsky (Unpublished)
Rodentia,Muridae,Arvicanthis,ansorgei,Arvicanthis_ansorgei,62,62,,XY,,Animal Karyotype Book,Volobouev et al. 2002b
Rodentia,Muridae,Arvicanthis,niloticus-cytotype 1A,Arvicanthis_niloticus-cytotype 1A,62,62,,XY,,Animal Karyotype Book,Volobouev et al. 2002b
Rodentia,Muridae,Arvicanthis,niloticus-cytotype 1B,Arvicanthis_niloticus-cytotype 1B,62,62,,XY,,Animal Karyotype Book,Volobouev et al. 2002b
Rodentia,Muridae,Arvicanthis,rufinus,Arvicanthis_rufinus,62,62,,XY,,Animal Karyotype Book,Volobouev et al. 2002b
Rodentia,Abrocomidae,Abrocoma,bennetti,Abrocoma_bennetti,64,64,,XY,,Animal Karyotype Book,Spotorno et al. 1995
Rodentia,Cricetidae,Oligoryzomys,microtis,Oligoryzomys_microtis,64,64,,XY,,Animal Karyotype Book,Aniskin and Volobouev 1999
Rodentia,Cricetidae,Oligoryzomys,flavescens,Oligoryzomys_flavescens,66,66,,XY,,Animal Karyotype Book,Aniskin and Volobouev 1999
Rodentia,Muridae,Lophuromys,brevicaudus,Lophuromys_brevicaudus,68,68,,XY,,Animal Karyotype Book,Aniskin et al. 1997a
Rodentia,Geomyidae,Geomys,attwateri,Geomys_attwateri,70,70,,XY,,Animal Karyotype Book,Smolen and Bickham 1994
Rodentia,Bathyergidae,Fukomys,hottentotus damarensis,Fukomys_hottentotus damarensis,78,78,,XY,,Animal Karyotype Book,Nevo et al. 1986
Rodentia,Octodontidae,Octodon,lunatus,Octodon_lunatus,78,78,,XY,,Animal Karyotype Book,Spotorno et al. 1995
Rodentia,Cricetidae,Oryzomys,nitidus,Oryzomys_nitidus,80,80,,XY,,Animal Karyotype Book,Volobouev and Aniskin 2000
Rodentia,Echimyidae,Dactylomys,dactylinus,Dactylomys_dactylinus,96,96,,XY,,Animal Karyotype Book,Aniskin 1993
Rodentia,Octodontidae,Tympanoctomys,barrerae,Tympanoctomys_barrerae,102,102,,XY,,Animal Karyotype Book,Gallardo et al. 2004
Scandentia,Tupaiidae,Tupaia,belangeri,Tupaia_belangeri,62,62,,XY,,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
Sirenia,Trichechidae,Trichechus,manatus latirostris,Trichechus_manatus latirostris,48,48,,XY,,Animal Karyotype Book,Gray et al. 2002
Afrosoricida,Chrysochloridae,Eremitalpa,granti,Eremitalpa_granti,26,26,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2006
Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,Calcochloris_obtusirostris,28,28,,XY,,Animal Karyotype Book 2020,Gilbert et al 2008
Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,Chrysochloris_asiatica,30,30,,XY,,Animal Karyotype Book 2020,Robinson et al. 2004
Afrosoricida,Chrysochloridae,Cryptochloris,zyli,Cryptochloris_zyli,30,30,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2006
Afrosoricida,Chrysochloridae,Amblysomus,hottentotus longiceps,Amblysomus_hottentotus longiceps,30,30,,XY,,Animal Karyotype Book 2020,Gilbert et al 2008
Afrosoricida,Chrysochloridae,Amblysomus,hottentotus meesteri,Amblysomus_hottentotus meesteri,30,30,,XY,,Animal Karyotype Book 2020,Gilbert et al 2008
Afrosoricida,Chrysochloridae,Amblysomus,hottentotus pondoliae,Amblysomus_hottentotus pondoliae,30,30,,XY,,Animal Karyotype Book 2020,Gilbert et al 2008
Afrosoricida,Chrysochloridae,Chrysospalax,trevelyani,Chrysospalax_trevelyani,30,30,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2006
Afrosoricida,Chrysochloridae,Neamblysomus,julianae,Neamblysomus_julianae,30,30,,XY,,Animal Karyotype Book 2020,Gilbert et al 2008
Afrosoricida,Tenrecidae,Microgale,longicaudata,Microgale_longicaudata,30,30,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
Afrosoricida,Tenrecidae,Microgale,principula,Microgale_principula,30,30,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
Afrosoricida,Tenrecidae,Microgale,majori,Microgale_majori,30,30,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
Afrosoricida,Tenrecidae,Microgale,fotsifotsy,Microgale_fotsifotsy,32,32,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
Afrosoricida,Tenrecidae,Microgale,soricoides,Microgale_soricoides,32,32,,XY,,Animal Karyotype Book 2020,Gilbert et al. 2007
